ZIP_CODE,FirstDose,SecondDose,SingleDose,AtleastOneDose,FullyVaccinated
28607,9.0,4.0,2.0,11.0,6.0
28612,2.0,1.0,,,
28621,1.0,1.0,,,
28637,,,1.0,,
28655,2.0,,2.0,4.0,
28666,1.0,1.0,,,
28673,5.0,,,,
28682,1.0,,1.0,2.0,
28705,1.0,,,,
28721,2.0,1.0,,,
28723,6.0,3.0,,,
28730,1.0,1.0,,,
28732,3.0,2.0,,,
28739,6.0,4.0,,,
28741,2.0,1.0,,,
28746,1.0,1.0,,,
28748,1.0,1.0,1.0,2.0,2.0
28773,1.0,,,,
28782,1.0,,,,
28791,4.0,3.0,,,
28805,2.0,1.0,,,
29016,14.0,8.0,,,
29030,1.0,1.0,,,
29032,1.0,1.0,,,
29048,1.0,1.0,,,
29073,10.0,8.0,,,
29075,1.0,1.0,,,
29080,2.0,1.0,,,
29116,1.0,,,,
29125,3.0,2.0,,,
29130,3.0,3.0,,,
29148,1.0,,,,
29150,16.0,12.0,2.0,18.0,14.0
29164,3.0,3.0,,,
29180,5.0,2.0,1.0,6.0,3.0
29198,1.0,1.0,,,
29209,13.0,4.0,,,
29223,27.0,18.0,4.0,31.0,22.0
29225,3.0,1.0,,,
29307,2.0,2.0,,,
29316,9.0,6.0,2.0,11.0,8.0
29323,1.0,1.0,,,
29325,4.0,3.0,,,
29334,2.0,2.0,,,
29341,3.0,1.0,,,
29407,17.0,10.0,,,
29414,25.0,15.0,3.0,28.0,18.0
29418,10.0,5.0,1.0,11.0,6.0
29423,1.0,,,,
29425,2.0,2.0,,,
29432,1.0,1.0,,,
29450,2.0,,,,
29466,31.0,18.0,2.0,33.0,20.0
29468,1.0,1.0,,,
29475,1.0,,,,
29482,2.0,,,,
29532,2.0,1.0,,,
29541,5.0,4.0,,,
29543,1.0,,,,
29550,7.0,5.0,,,
29566,18.0,11.0,1.0,19.0,12.0
29568,12.0,7.0,,,
29575,13.0,6.0,,,
29582,23.0,13.0,2.0,25.0,15.0
29584,2.0,2.0,,,
29607,15.0,7.0,3.0,18.0,10.0
29609,9.0,8.0,1.0,10.0,9.0
29625,2.0,2.0,,,
29627,2.0,2.0,,,
29632,4.0,1.0,,,
29641,1.0,1.0,,,
29643,2.0,1.0,,,
29648,1.0,1.0,,,
29650,16.0,10.0,1.0,17.0,11.0
29652,1.0,1.0,,,
29657,2.0,2.0,1.0,3.0,3.0
29659,3.0,3.0,,,
29673,3.0,1.0,1.0,4.0,2.0
29677,1.0,,,,
29684,1.0,1.0,,,
29691,1.0,1.0,,,
29693,2.0,1.0,,,
29707,22.0,9.0,1.0,23.0,10.0
29727,1.0,,,,
29732,14.0,7.0,,,
29743,2.0,2.0,,,
29759,1.0,1.0,,,
29782,1.0,1.0,,,
29784,1.0,1.0,,,
29827,1.0,1.0,,,
29832,2.0,1.0,,,
29841,11.0,8.0,,,
29902,7.0,2.0,,,
29907,7.0,6.0,,,
29909,26.0,14.0,1.0,27.0,15.0
29911,1.0,,,,
29927,3.0,2.0,,,
29936,1.0,,,,
29941,1.0,,,,
29966,,,1.0,,
30002,5.0,3.0,,,
30009,12.0,7.0,,,
30011,4.0,2.0,,,
30016,15.0,6.0,2.0,17.0,8.0
30034,20.0,10.0,,,
30041,14.0,6.0,1.0,15.0,7.0
30043,33.0,16.0,3.0,36.0,19.0
30052,22.0,10.0,,,
30061,2.0,1.0,,,
30066,19.0,9.0,,,
30068,13.0,4.0,,,
30075,15.0,11.0,,,
30084,22.0,10.0,2.0,24.0,12.0
30093,11.0,6.0,1.0,12.0,7.0
30102,8.0,2.0,1.0,9.0,3.0
30116,4.0,2.0,,,
30120,4.0,,,,
30125,3.0,2.0,,,
30127,37.0,22.0,2.0,39.0,24.0
30134,4.0,2.0,,,
30141,5.0,5.0,,,
30143,4.0,3.0,2.0,6.0,5.0
30145,1.0,1.0,,,
30152,18.0,13.0,,,
30161,5.0,,,,
30168,8.0,3.0,,,
30175,1.0,1.0,,,
30193,1.0,1.0,,,
30220,1.0,,,,
30236,11.0,2.0,,,
30252,8.0,4.0,,,
30268,1.0,,,,
30277,3.0,1.0,1.0,4.0,2.0
30286,3.0,2.0,,,
30295,1.0,,,,
30309,40.0,24.0,1.0,41.0,25.0
30311,11.0,7.0,1.0,12.0,8.0
30318,37.0,19.0,4.0,41.0,23.0
30327,14.0,6.0,,,
30336,1.0,1.0,,,
30345,22.0,13.0,1.0,23.0,14.0
30350,23.0,9.0,2.0,25.0,11.0
30354,3.0,2.0,,,
30427,1.0,1.0,,,
30434,1.0,,,,
30436,1.0,1.0,,,
30461,3.0,1.0,1.0,4.0,2.0
30470,1.0,1.0,,,
30504,5.0,2.0,,,
30518,9.0,3.0,3.0,12.0,6.0
30529,2.0,1.0,,,
30534,5.0,2.0,1.0,6.0,3.0
30536,1.0,1.0,,,
30543,1.0,,,,
30545,1.0,1.0,,,
30554,1.0,1.0,,,
30559,,,1.0,,
30577,1.0,,1.0,2.0,
30602,2.0,1.0,,,
30643,1.0,1.0,,,
30677,4.0,2.0,2.0,6.0,4.0
30720,2.0,1.0,1.0,3.0,2.0
30736,4.0,2.0,,,
30738,1.0,,,,
30745,,,1.0,,
30752,1.0,1.0,,,
30802,1.0,1.0,,,
30813,49.0,29.0,4.0,53.0,33.0
30820,1.0,,,,
30902,1.0,1.0,,,
30904,13.0,9.0,,,
31029,5.0,3.0,,,
31045,1.0,,,,
31047,4.0,3.0,,,
31052,1.0,,1.0,2.0,
31054,1.0,1.0,,,
31061,4.0,4.0,,,
31063,1.0,1.0,,,
31088,16.0,9.0,1.0,17.0,10.0
31095,2.0,1.0,,,
31106,3.0,,,,
31156,1.0,,,,
31204,2.0,1.0,,,
31206,4.0,1.0,1.0,5.0,2.0
31211,3.0,1.0,,,
31213,1.0,1.0,,,
31220,5.0,2.0,,,
31311,1.0,,,,
31313,18.0,13.0,2.0,20.0,15.0
31320,4.0,2.0,,,
31322,9.0,2.0,1.0,10.0,3.0
31329,1.0,1.0,,,
31331,1.0,,,,
31404,6.0,3.0,,,
31406,16.0,11.0,1.0,17.0,12.0
31415,4.0,2.0,,,
31513,1.0,1.0,,,
31520,3.0,1.0,,,
31522,8.0,2.0,,,
31545,2.0,2.0,,,
31554,1.0,1.0,,,
31565,,,1.0,,
31604,1.0,1.0,,,
31699,4.0,1.0,,,
31756,1.0,1.0,,,
31763,2.0,2.0,,,
31765,1.0,1.0,,,
31779,,,2.0,,
31788,1.0,1.0,,,
29572,17.0,11.0,1.0,18.0,12.0
29588,16.0,5.0,3.0,19.0,8.0
29605,5.0,4.0,1.0,6.0,5.0
29620,1.0,1.0,,,
29621,5.0,3.0,,,
29636,1.0,1.0,,,
29654,1.0,1.0,,,
29655,1.0,1.0,,,
29669,3.0,1.0,,,
29670,2.0,2.0,,,
29671,,,1.0,,
29672,3.0,1.0,,,
29687,8.0,5.0,3.0,11.0,8.0
29704,1.0,1.0,,,
29705,1.0,,,,
29706,5.0,4.0,,,
29719,1.0,,,,
29720,9.0,7.0,,,
29721,1.0,,,,
29753,1.0,1.0,,,
29772,3.0,2.0,,,
29803,14.0,7.0,1.0,15.0,8.0
29805,1.0,,,,
29821,3.0,1.0,,,
29853,2.0,2.0,,,
29871,1.0,1.0,,,
29906,12.0,8.0,1.0,13.0,9.0
29920,6.0,3.0,,,
30004,21.0,11.0,1.0,22.0,12.0
30005,21.0,10.0,2.0,23.0,12.0
30006,1.0,,,,
30021,10.0,5.0,1.0,11.0,6.0
30022,35.0,21.0,2.0,37.0,23.0
30038,19.0,8.0,1.0,20.0,9.0
30039,19.0,14.0,,,
30040,13.0,7.0,1.0,14.0,8.0
30054,4.0,3.0,,,
30071,17.0,12.0,,,
30072,1.0,1.0,,,
30087,20.0,11.0,1.0,21.0,12.0
30088,10.0,1.0,,,
30106,7.0,3.0,,,
30107,6.0,5.0,,,
30121,1.0,1.0,,,
30122,9.0,3.0,,,
30124,,,1.0,,
30157,7.0,3.0,,,
30171,1.0,1.0,,,
30187,3.0,1.0,,,
30188,13.0,6.0,3.0,16.0,9.0
30189,10.0,5.0,2.0,12.0,7.0
30204,1.0,1.0,,,
30205,1.0,,,,
30223,1.0,1.0,,,
30224,1.0,,,,
30238,12.0,1.0,1.0,13.0,2.0
30240,2.0,2.0,,,
30241,4.0,2.0,,,
30257,2.0,,,,
30273,8.0,5.0,,,
30274,7.0,4.0,,,
30288,4.0,,,,
30290,1.0,,,,
30291,10.0,5.0,,,
30305,18.0,8.0,2.0,20.0,10.0
30306,20.0,8.0,1.0,21.0,9.0
30307,16.0,4.0,,,
30308,26.0,10.0,,,
30322,13.0,8.0,1.0,14.0,9.0
30324,29.0,11.0,3.0,32.0,14.0
30338,20.0,10.0,2.0,22.0,12.0
30339,24.0,15.0,,,
30340,4.0,2.0,1.0,5.0,3.0
30341,15.0,9.0,1.0,16.0,10.0
30356,1.0,1.0,,,
30374,1.0,1.0,,,
30458,7.0,2.0,,,
30474,2.0,1.0,,,
30507,5.0,5.0,,,
30540,1.0,,,,
30542,8.0,4.0,,,
30558,3.0,,,,
30605,15.0,8.0,,,
30606,16.0,9.0,1.0,17.0,10.0
30607,1.0,1.0,,,
30622,3.0,2.0,,,
30639,1.0,1.0,,,
30642,3.0,1.0,1.0,4.0,2.0
30659,1.0,1.0,,,
30673,1.0,,,,
30705,1.0,,,,
30708,2.0,2.0,,,
30740,1.0,1.0,,,
30742,3.0,1.0,,,
30774,,,1.0,,
30808,1.0,1.0,,,
30809,36.0,28.0,1.0,37.0,29.0
30906,20.0,10.0,2.0,22.0,12.0
30907,15.0,9.0,1.0,16.0,10.0
30909,41.0,24.0,2.0,43.0,26.0
31006,2.0,2.0,,,
31008,4.0,3.0,,,
31023,2.0,1.0,,,
31025,1.0,1.0,1.0,2.0,2.0
31042,1.0,1.0,,,
31057,1.0,,,,
31076,1.0,1.0,,,
29814,1.0,1.0,,,
29829,3.0,2.0,1.0,4.0,3.0
29847,4.0,2.0,,,
29878,1.0,,,,
29879,1.0,,,,
29915,1.0,1.0,,,
29928,22.0,12.0,,,
29945,1.0,,1.0,2.0,
30012,8.0,6.0,,,
30013,14.0,8.0,,,
30014,14.0,7.0,,,
30030,25.0,16.0,1.0,26.0,17.0
30031,1.0,,,,
30032,23.0,14.0,4.0,27.0,18.0
30045,15.0,6.0,4.0,19.0,10.0
30046,9.0,4.0,3.0,12.0,7.0
30047,16.0,10.0,,,
30062,21.0,8.0,1.0,22.0,9.0
30064,16.0,8.0,1.0,17.0,9.0
30065,1.0,1.0,,,
30079,3.0,2.0,,,
30080,22.0,10.0,2.0,24.0,12.0
30082,15.0,8.0,,,
30096,42.0,27.0,5.0,47.0,32.0
30097,17.0,13.0,1.0,18.0,14.0
30114,8.0,6.0,2.0,10.0,8.0
30115,7.0,5.0,,,
30132,4.0,2.0,,,
30146,2.0,1.0,,,
30147,1.0,,,,
30149,1.0,,,,
30164,1.0,,,,
30165,6.0,1.0,1.0,7.0,2.0
30179,4.0,2.0,,,
30180,12.0,7.0,2.0,14.0,9.0
30213,22.0,11.0,1.0,23.0,12.0
30214,5.0,3.0,,,
30215,10.0,6.0,1.0,11.0,7.0
30216,1.0,,,,
30230,2.0,2.0,,,
30248,8.0,4.0,2.0,10.0,6.0
30263,4.0,4.0,,,
30265,12.0,7.0,,,
30281,23.0,12.0,1.0,24.0,13.0
30296,7.0,1.0,,,
30297,6.0,1.0,,,
30298,1.0,1.0,,,
30313,5.0,4.0,1.0,6.0,5.0
30314,20.0,13.0,,,
30315,14.0,5.0,1.0,15.0,6.0
30316,25.0,13.0,2.0,27.0,15.0
30329,37.0,19.0,4.0,41.0,23.0
30330,1.0,1.0,,,
30331,33.0,12.0,1.0,34.0,13.0
30332,5.0,1.0,,,
30346,5.0,,,,
30349,33.0,25.0,1.0,34.0,26.0
30363,7.0,2.0,,,
30446,1.0,,,,
30531,2.0,1.0,,,
30533,,,1.0,,
30548,4.0,2.0,1.0,5.0,3.0
30549,1.0,,,,
30564,1.0,1.0,,,
30566,1.0,,,,
30567,1.0,,,,
30650,1.0,,,,
30666,4.0,3.0,,,
30680,9.0,2.0,,,
30715,1.0,1.0,,,
30747,3.0,2.0,,,
30748,1.0,1.0,,,
30750,4.0,1.0,1.0,5.0,2.0
30782,1.0,1.0,,,
30784,1.0,1.0,1.0,2.0,2.0
30814,3.0,1.0,,,
30815,13.0,8.0,,,
30816,1.0,1.0,,,
30832,1.0,1.0,,,
30901,3.0,2.0,,,
31001,1.0,,,,
31015,2.0,1.0,,,
31032,3.0,3.0,,,
31035,1.0,1.0,,,
31068,1.0,,,,
31082,1.0,1.0,,,
31098,3.0,2.0,,,
31132,1.0,1.0,,,
31201,2.0,2.0,,,
31216,1.0,,,,
31217,1.0,1.0,,,
31301,1.0,1.0,,,
31302,1.0,1.0,,,
31315,5.0,3.0,1.0,6.0,4.0
31316,2.0,,,,
31401,17.0,8.0,1.0,18.0,9.0
31419,20.0,13.0,1.0,21.0,14.0
31501,2.0,,,,
31502,1.0,1.0,,,
31503,3.0,3.0,,,
31533,3.0,2.0,,,
31535,3.0,3.0,,,
31569,1.0,,,,
31601,3.0,2.0,,,
31602,9.0,6.0,,,
31635,1.0,1.0,,,
31701,3.0,2.0,,,
29047,1.0,1.0,,,
29063,8.0,3.0,2.0,10.0,5.0
29072,16.0,11.0,1.0,17.0,12.0
29108,4.0,3.0,,,
29115,5.0,3.0,,,
29142,3.0,1.0,,,
29172,3.0,,,,
29206,15.0,8.0,,,
29224,1.0,,,,
29301,3.0,2.0,,,
29306,4.0,1.0,1.0,5.0,2.0
29340,2.0,,,,
29356,2.0,2.0,,,
29365,4.0,3.0,,,
29376,1.0,,,,
29401,13.0,7.0,,,
29406,15.0,9.0,,,
29424,1.0,1.0,,,
29440,7.0,5.0,1.0,8.0,6.0
29449,2.0,1.0,,,
29451,6.0,4.0,,,
29456,10.0,7.0,,,
29458,1.0,1.0,,,
29465,2.0,2.0,,,
29483,17.0,9.0,3.0,20.0,12.0
29492,11.0,2.0,2.0,13.0,4.0
29501,23.0,14.0,1.0,24.0,15.0
29506,7.0,5.0,,,
29510,4.0,3.0,,,
29526,31.0,16.0,3.0,34.0,19.0
29540,1.0,1.0,,,
29556,6.0,5.0,1.0,7.0,6.0
29560,4.0,3.0,,,
29565,,,1.0,,
29574,3.0,2.0,1.0,4.0,3.0
29576,29.0,22.0,4.0,33.0,26.0
29583,1.0,,,,
29585,18.0,12.0,1.0,19.0,13.0
29590,1.0,,,,
29601,15.0,9.0,,,
29615,11.0,3.0,,,
29617,1.0,,,,
29624,1.0,1.0,,,
29626,1.0,1.0,,,
29640,3.0,,,,
29642,5.0,4.0,,,
29649,5.0,3.0,,,
29651,11.0,5.0,4.0,15.0,9.0
29665,1.0,1.0,,,
29676,2.0,1.0,1.0,3.0,2.0
29690,2.0,1.0,3.0,5.0,4.0
29692,1.0,,,,
29708,14.0,7.0,,,
29710,8.0,6.0,,,
29715,10.0,6.0,1.0,11.0,7.0
29740,1.0,1.0,,,
29744,3.0,3.0,,,
29774,3.0,3.0,,,
29785,2.0,2.0,,,
29801,10.0,6.0,,,
29817,2.0,2.0,,,
29842,2.0,1.0,,,
29851,2.0,2.0,1.0,3.0,3.0
29860,5.0,1.0,,,
29874,2.0,1.0,1.0,3.0,2.0
29910,29.0,14.0,1.0,30.0,15.0
29924,1.0,,,,
29926,17.0,9.0,,,
29935,4.0,3.0,,,
30008,4.0,1.0,1.0,5.0,2.0
30017,14.0,7.0,,,
30019,13.0,7.0,,,
30024,24.0,13.0,1.0,25.0,14.0
30028,2.0,1.0,,,
30033,32.0,20.0,1.0,33.0,21.0
30035,7.0,4.0,,,
30044,24.0,12.0,,,
30058,23.0,13.0,1.0,24.0,14.0
30060,10.0,5.0,,,
30067,21.0,13.0,1.0,22.0,14.0
30076,14.0,3.0,1.0,15.0,4.0
30078,13.0,9.0,,,
30083,20.0,13.0,2.0,22.0,15.0
30092,26.0,18.0,,,
30094,8.0,6.0,1.0,9.0,7.0
30101,15.0,8.0,,,
30103,1.0,,,,
30108,1.0,,,,
30110,,,1.0,,
30117,3.0,1.0,1.0,4.0,2.0
30126,23.0,9.0,1.0,24.0,10.0
30133,1.0,1.0,,,
30135,12.0,5.0,,,
30144,18.0,9.0,1.0,19.0,10.0
30153,,,1.0,,
30183,1.0,1.0,,,
30185,2.0,,,,
30217,1.0,,,,
30228,18.0,7.0,,,
30233,4.0,1.0,,,
30253,16.0,13.0,1.0,17.0,14.0
30260,3.0,2.0,1.0,4.0,3.0
30269,9.0,5.0,,,
30276,2.0,1.0,,,
30294,10.0,9.0,1.0,11.0,10.0
30303,9.0,5.0,1.0,10.0,6.0
30310,9.0,6.0,1.0,10.0,7.0
30312,20.0,12.0,,,
30317,6.0,3.0,1.0,7.0,4.0
30319,41.0,24.0,1.0,42.0,25.0
30326,5.0,2.0,,,
30328,26.0,7.0,1.0,27.0,8.0
30337,2.0,1.0,,,
30342,22.0,13.0,1.0,23.0,14.0
30344,15.0,8.0,2.0,17.0,10.0
30351,1.0,1.0,,,
30360,6.0,3.0,,,
30401,1.0,1.0,,,
30417,2.0,2.0,,,
30501,5.0,1.0,,,
30512,3.0,1.0,,,
30519,11.0,5.0,2.0,13.0,7.0
30521,1.0,,,,
30571,1.0,,,,
30601,13.0,8.0,,,
30603,1.0,1.0,,,
30621,1.0,,,,
30628,1.0,1.0,,,
30635,1.0,,,,
30701,5.0,4.0,,,
30710,2.0,2.0,,,
30721,1.0,1.0,,,
30735,4.0,4.0,,,
30785,1.0,1.0,,,
30830,2.0,1.0,,,
30905,9.0,5.0,,,
30910,1.0,1.0,,,
30912,1.0,1.0,,,
31005,7.0,5.0,1.0,8.0,6.0
31014,1.0,,,,
31021,4.0,1.0,,,
31028,3.0,2.0,,,
31030,2.0,1.0,,,
31037,1.0,1.0,,,
31044,2.0,2.0,,,
31064,1.0,,,,
31069,3.0,2.0,,,
31089,2.0,,,,
31094,1.0,1.0,,,
31203,1.0,,,,
31239,1.0,1.0,,,
31305,,,1.0,,
31312,2.0,2.0,1.0,3.0,3.0
31321,1.0,,,,
31328,5.0,3.0,,,
31403,1.0,1.0,,,
31405,15.0,7.0,1.0,16.0,8.0
31521,1.0,1.0,,,
31523,2.0,2.0,,,
31537,3.0,3.0,,,
31539,1.0,,,,
31548,12.0,7.0,2.0,14.0,9.0
31605,4.0,4.0,,,
31632,2.0,1.0,1.0,3.0,2.0
31705,1.0,,,,
31707,4.0,4.0,,,
31714,1.0,,,,
31716,1.0,,,,
31721,3.0,2.0,,,
31730,1.0,,1.0,2.0,
31757,1.0,1.0,,,
31796,2.0,1.0,,,
31830,1.0,,,,
31905,6.0,1.0,1.0,7.0,2.0
31907,15.0,8.0,,,
32007,2.0,1.0,,,
32025,4.0,2.0,,,
32055,3.0,,,,
32064,1.0,1.0,,,
32073,11.0,7.0,3.0,14.0,10.0
32080,15.0,10.0,4.0,19.0,14.0
32082,35.0,16.0,,,
32091,1.0,1.0,,,
32114,16.0,10.0,1.0,17.0,11.0
32132,3.0,1.0,,,
32139,1.0,,,,
32141,4.0,3.0,3.0,7.0,6.0
32148,2.0,,,,
32157,1.0,,,,
32164,30.0,16.0,1.0,31.0,17.0
32189,4.0,1.0,,,
32205,8.0,5.0,1.0,9.0,6.0
32207,19.0,12.0,,,
32209,2.0,2.0,,,
32216,14.0,11.0,1.0,15.0,12.0
32223,12.0,6.0,,,
32225,33.0,20.0,3.0,36.0,23.0
32234,2.0,,,,
32250,15.0,6.0,,,
32257,16.0,10.0,4.0,20.0,14.0
32259,38.0,19.0,1.0,39.0,20.0
32266,1.0,1.0,1.0,2.0,2.0
32307,1.0,1.0,,,
32309,14.0,8.0,,,
32332,1.0,,,,
32348,1.0,,,,
32407,6.0,3.0,,,
32439,3.0,2.0,,,
32443,1.0,1.0,,,
32459,9.0,4.0,2.0,11.0,6.0
32507,9.0,2.0,,,
32534,8.0,4.0,,,
32541,8.0,3.0,,,
32548,6.0,1.0,1.0,7.0,2.0
31797,1.0,1.0,,,
31815,1.0,1.0,,,
31822,1.0,,,,
31829,1.0,1.0,,,
31906,3.0,2.0,1.0,4.0,3.0
31908,1.0,,,,
32006,3.0,3.0,,,
32008,1.0,,,,
32024,2.0,,,,
32033,1.0,1.0,,,
32038,1.0,,,,
32040,1.0,1.0,,,
32063,3.0,1.0,,,
32065,15.0,9.0,1.0,16.0,10.0
32081,8.0,3.0,,,
32092,19.0,10.0,3.0,22.0,13.0
32097,7.0,1.0,1.0,8.0,2.0
32117,12.0,6.0,,,
32124,4.0,2.0,1.0,5.0,3.0
32131,2.0,2.0,,,
32140,1.0,,,,
32156,1.0,1.0,,,
32174,17.0,9.0,4.0,21.0,13.0
32181,1.0,1.0,,,
32206,5.0,2.0,,,
32208,7.0,5.0,1.0,8.0,6.0
32217,6.0,3.0,1.0,7.0,4.0
32222,8.0,5.0,,,
32224,16.0,9.0,1.0,17.0,10.0
32233,8.0,3.0,1.0,9.0,4.0
32256,44.0,28.0,1.0,45.0,29.0
32258,12.0,6.0,1.0,13.0,7.0
32301,19.0,10.0,,,
32306,3.0,3.0,,,
32308,10.0,8.0,2.0,12.0,10.0
32315,1.0,,,,
32333,2.0,1.0,,,
32340,4.0,2.0,,,
32347,,,1.0,,
32401,5.0,4.0,,,
32408,8.0,5.0,1.0,9.0,6.0
32431,,,1.0,,
32433,3.0,1.0,1.0,4.0,2.0
32440,1.0,1.0,,,
32442,1.0,,,,
32456,4.0,3.0,,,
32501,5.0,2.0,1.0,6.0,3.0
32506,5.0,5.0,1.0,6.0,6.0
32508,5.0,,,,
32524,1.0,,,,
32526,11.0,5.0,1.0,12.0,6.0
32531,1.0,,,,
32533,5.0,3.0,,,
32542,2.0,2.0,,,
32565,1.0,1.0,,,
32567,1.0,,1.0,2.0,
32583,8.0,4.0,1.0,9.0,5.0
32601,23.0,9.0,,,
32608,44.0,21.0,2.0,46.0,23.0
32610,2.0,2.0,,,
32615,4.0,3.0,,,
32617,1.0,1.0,,,
32626,3.0,1.0,,,
32635,1.0,,,,
32640,4.0,2.0,,,
32667,1.0,1.0,1.0,2.0,2.0
32701,14.0,7.0,,,
32708,13.0,8.0,2.0,15.0,10.0
32724,4.0,2.0,1.0,5.0,3.0
32726,5.0,4.0,,,
32735,2.0,1.0,,,
32751,12.0,6.0,,,
32765,26.0,17.0,2.0,28.0,19.0
32776,4.0,4.0,,,
32792,24.0,13.0,2.0,26.0,15.0
32794,1.0,1.0,,,
32801,12.0,8.0,,,
32808,6.0,4.0,,,
32810,13.0,7.0,1.0,14.0,8.0
32817,18.0,11.0,2.0,20.0,13.0
32819,22.0,14.0,1.0,23.0,15.0
32824,24.0,16.0,,,
32826,8.0,7.0,,,
32833,1.0,,,,
32835,21.0,15.0,3.0,24.0,18.0
32869,2.0,2.0,,,
32901,22.0,13.0,2.0,24.0,15.0
32908,1.0,1.0,,,
32926,8.0,5.0,,,
32935,13.0,7.0,4.0,17.0,11.0
32951,14.0,5.0,2.0,16.0,7.0
32958,10.0,6.0,1.0,11.0,7.0
32960,9.0,3.0,2.0,11.0,5.0
32967,12.0,4.0,1.0,13.0,5.0
32976,6.0,2.0,,,
33010,4.0,,,,
33019,26.0,7.0,,,
33024,35.0,17.0,,,
33026,16.0,8.0,2.0,18.0,10.0
33028,16.0,11.0,,,
33033,14.0,3.0,1.0,15.0,4.0
33035,5.0,1.0,,,
33042,16.0,7.0,1.0,17.0,8.0
33051,1.0,1.0,,,
33060,12.0,3.0,2.0,14.0,5.0
33067,12.0,11.0,2.0,14.0,13.0
33069,15.0,9.0,,,
31093,5.0,4.0,,,
31210,12.0,6.0,,,
31308,,,1.0,,
31324,24.0,9.0,1.0,25.0,10.0
31326,3.0,2.0,,,
31327,1.0,1.0,,,
31376,1.0,1.0,,,
31407,8.0,6.0,,,
31408,1.0,1.0,,,
31410,9.0,4.0,,,
31411,11.0,7.0,,,
31510,1.0,,,,
31524,1.0,,,,
31525,5.0,3.0,,,
31527,1.0,1.0,,,
31558,11.0,5.0,1.0,12.0,6.0
31627,1.0,,,,
31643,1.0,,,,
31709,1.0,,,,
31776,1.0,,,,
31792,3.0,1.0,,,
31793,2.0,2.0,,,
31794,5.0,1.0,,,
31811,1.0,,,,
31842,1.0,1.0,,,
31909,17.0,14.0,2.0,19.0,16.0
31961,1.0,,,,
32009,1.0,1.0,,,
32011,5.0,5.0,,,
32043,112.0,55.0,11.0,123.0,66.0
32046,1.0,1.0,,,
32060,1.0,1.0,,,
32095,11.0,5.0,,,
32110,2.0,2.0,,,
32112,1.0,1.0,,,
32113,1.0,,,,
32127,14.0,8.0,3.0,17.0,11.0
32128,19.0,12.0,1.0,20.0,13.0
32129,10.0,7.0,,,
32145,,,1.0,,
32159,10.0,3.0,1.0,11.0,4.0
32162,52.0,20.0,1.0,53.0,21.0
32163,28.0,10.0,,,
32176,10.0,8.0,,,
32177,1.0,1.0,,,
32179,1.0,1.0,,,
32210,15.0,6.0,1.0,16.0,7.0
32211,10.0,4.0,2.0,12.0,6.0
32212,4.0,1.0,1.0,5.0,2.0
32226,4.0,2.0,1.0,5.0,3.0
32227,2.0,2.0,,,
32244,21.0,12.0,1.0,22.0,13.0
32246,23.0,11.0,,,
32260,1.0,,,,
32277,15.0,12.0,,,
32310,4.0,4.0,,,
32311,13.0,6.0,1.0,14.0,7.0
32312,11.0,4.0,,,
32313,4.0,3.0,,,
32329,1.0,,,,
32343,1.0,1.0,,,
32413,4.0,2.0,,,
32428,5.0,3.0,,,
32430,2.0,,,,
32444,7.0,4.0,,,
32446,2.0,2.0,,,
32461,1.0,,1.0,2.0,
32462,1.0,,,,
32513,1.0,,,,
32514,11.0,6.0,1.0,12.0,7.0
32530,1.0,,,,
32544,2.0,2.0,,,
32547,11.0,6.0,,,
32561,3.0,,,,
32563,9.0,4.0,1.0,10.0,5.0
32564,,,1.0,,
32578,16.0,9.0,2.0,18.0,11.0
32579,3.0,3.0,,,
32580,1.0,,,,
32612,1.0,,,,
32644,1.0,1.0,,,
32680,1.0,,1.0,2.0,
32712,12.0,7.0,2.0,14.0,9.0
32713,1.0,1.0,,,
32714,11.0,8.0,,,
32744,1.0,,,,
32746,13.0,5.0,,,
32762,1.0,1.0,,,
32763,3.0,1.0,1.0,4.0,2.0
32778,3.0,1.0,,,
32779,9.0,4.0,1.0,10.0,5.0
32780,23.0,13.0,2.0,25.0,15.0
32781,1.0,1.0,,,
32795,1.0,,,,
32796,3.0,1.0,1.0,4.0,2.0
32798,1.0,,,,
32811,9.0,6.0,2.0,11.0,8.0
32812,8.0,4.0,,,
32814,10.0,2.0,,,
32828,26.0,11.0,4.0,30.0,15.0
32829,7.0,6.0,,,
32830,1.0,1.0,,,
32861,1.0,1.0,,,
32862,1.0,1.0,,,
32931,16.0,10.0,1.0,17.0,11.0
32948,1.0,1.0,,,
32962,8.0,5.0,,,
31702,1.0,1.0,,,
31703,1.0,1.0,,,
31719,1.0,,,,
31750,1.0,1.0,,,
31768,2.0,,,,
31801,1.0,1.0,,,
31803,1.0,1.0,,,
31820,2.0,2.0,,,
31903,1.0,1.0,,,
31904,12.0,6.0,,,
32003,14.0,7.0,,,
32004,12.0,9.0,,,
32034,34.0,14.0,2.0,36.0,16.0
32052,1.0,1.0,,,
32054,1.0,,,,
32068,17.0,10.0,,,
32084,25.0,10.0,4.0,29.0,14.0
32086,14.0,7.0,,,
32102,1.0,,,,
32118,9.0,5.0,2.0,11.0,7.0
32119,8.0,5.0,1.0,9.0,6.0
32120,,,1.0,,
32134,1.0,1.0,,,
32135,1.0,,,,
32136,5.0,3.0,2.0,7.0,5.0
32137,32.0,17.0,2.0,34.0,19.0
32168,12.0,7.0,1.0,13.0,8.0
