ZIP_CODE,FirstDose,SecondDose,SingleDose,AtleastOneDose,FullyVaccinated
32754,5.0,1.0,2.0,7.0,3.0
32771,21.0,13.0,,,
32773,10.0,6.0,1.0,11.0,7.0
32789,19.0,12.0,1.0,20.0,13.0
32803,10.0,5.0,,,
32804,14.0,6.0,,,
32805,4.0,2.0,,,
32806,4.0,3.0,1.0,5.0,4.0
32820,3.0,2.0,1.0,4.0,3.0
32821,13.0,8.0,,,
32822,26.0,12.0,,,
32836,13.0,7.0,,,
32837,27.0,9.0,,,
32839,14.0,7.0,4.0,18.0,11.0
32903,12.0,8.0,2.0,14.0,10.0
32904,17.0,16.0,,,
32905,13.0,8.0,,,
32920,6.0,3.0,,,
32922,4.0,1.0,,,
32937,16.0,7.0,,,
32940,34.0,19.0,1.0,35.0,20.0
32953,10.0,4.0,1.0,11.0,5.0
32955,18.0,8.0,4.0,22.0,12.0
32970,2.0,,,,
33004,7.0,3.0,1.0,8.0,4.0
33020,22.0,11.0,,,
33021,27.0,14.0,2.0,29.0,16.0
33023,27.0,15.0,1.0,28.0,16.0
33037,29.0,13.0,,,
33040,56.0,24.0,1.0,57.0,25.0
33054,3.0,1.0,,,
33055,7.0,5.0,,,
33056,12.0,4.0,1.0,13.0,5.0
33070,5.0,3.0,,,
32443,1.0,1.0,,,
32459,9.0,4.0,2.0,11.0,6.0
32507,9.0,2.0,,,
32534,8.0,4.0,,,
32541,8.0,3.0,,,
32548,6.0,1.0,1.0,7.0,2.0
32550,1.0,,,,
32566,21.0,9.0,2.0,23.0,11.0
32607,22.0,13.0,1.0,23.0,14.0
32609,6.0,4.0,,,
32618,2.0,2.0,,,
32625,1.0,1.0,1.0,2.0,2.0
32634,1.0,,,,
32641,2.0,2.0,,,
32643,4.0,2.0,,,
32666,1.0,,,,
32693,1.0,,,,
32707,5.0,4.0,2.0,7.0,6.0
32709,,,1.0,,
32725,16.0,7.0,1.0,17.0,8.0
32727,2.0,2.0,,,
32732,2.0,1.0,,,
32750,7.0,5.0,,,
32757,10.0,4.0,,,
32759,2.0,1.0,,,
32766,7.0,3.0,2.0,9.0,5.0
32784,2.0,1.0,,,
32807,13.0,6.0,,,
32809,9.0,6.0,,,
32816,1.0,1.0,,,
32818,9.0,5.0,,,
32825,20.0,13.0,2.0,22.0,15.0
32827,11.0,4.0,,,
32832,11.0,6.0,1.0,12.0,7.0
32907,14.0,10.0,2.0,16.0,12.0
32909,10.0,6.0,,,
32925,1.0,,,,
32927,11.0,6.0,,,
32934,16.0,8.0,1.0,17.0,9.0
32936,1.0,1.0,,,
32952,8.0,3.0,,,
32961,1.0,1.0,,,
32966,11.0,7.0,1.0,12.0,8.0
32968,8.0,5.0,,,
33009,14.0,8.0,3.0,17.0,11.0
33016,10.0,3.0,,,
33018,11.0,7.0,1.0,12.0,8.0
33025,44.0,25.0,2.0,46.0,27.0
33027,34.0,16.0,1.0,35.0,17.0
33034,3.0,1.0,,,
33036,8.0,3.0,,,
33043,7.0,6.0,2.0,9.0,8.0
33050,24.0,14.0,1.0,25.0,15.0
33066,8.0,1.0,,,
33068,16.0,9.0,1.0,17.0,10.0
33102,3.0,,1.0,4.0,
33109,6.0,3.0,,,
33125,9.0,6.0,2.0,11.0,8.0
33127,15.0,9.0,,,
33134,29.0,13.0,5.0,34.0,18.0
33136,5.0,2.0,,,
33141,12.0,8.0,,,
33143,29.0,14.0,,,
33150,8.0,4.0,1.0,9.0,5.0
33161,12.0,4.0,1.0,13.0,5.0
33166,12.0,4.0,,,
33168,9.0,4.0,,,
33170,5.0,3.0,,,
33175,15.0,9.0,,,
33177,12.0,6.0,,,
33184,2.0,,,,
33186,35.0,23.0,1.0,36.0,24.0
33193,16.0,7.0,,,
33220,1.0,,,,
33309,14.0,6.0,1.0,15.0,7.0
33311,18.0,12.0,1.0,19.0,13.0
33325,12.0,7.0,1.0,13.0,8.0
33327,23.0,11.0,,,
33334,11.0,8.0,,,
33345,1.0,,,,
33402,2.0,1.0,,,
33404,21.0,12.0,5.0,26.0,17.0
33409,12.0,7.0,1.0,13.0,8.0
33411,23.0,18.0,4.0,27.0,22.0
33418,67.0,22.0,,,
33434,17.0,11.0,,,
33436,21.0,11.0,,,
33445,18.0,9.0,1.0,19.0,10.0
33461,7.0,3.0,1.0,8.0,4.0
33470,13.0,3.0,1.0,14.0,4.0
33477,34.0,16.0,1.0,35.0,17.0
33484,24.0,14.0,,,
33486,19.0,11.0,1.0,20.0,12.0
33509,1.0,1.0,,,
33511,28.0,19.0,1.0,29.0,20.0
33527,5.0,1.0,5.0,10.0,6.0
33534,12.0,3.0,3.0,15.0,6.0
33543,15.0,8.0,1.0,16.0,9.0
33545,3.0,1.0,,,
33559,5.0,1.0,1.0,6.0,2.0
33568,3.0,1.0,,,
33570,11.0,5.0,,,
33579,16.0,7.0,1.0,17.0,8.0
33584,8.0,4.0,,,
33602,10.0,9.0,2.0,12.0,11.0
33604,5.0,2.0,,,
33609,12.0,6.0,1.0,13.0,7.0
32798,1.0,,,,
32811,10.0,7.0,2.0,12.0,9.0
32812,8.0,4.0,,,
32814,10.0,2.0,,,
32828,25.0,11.0,4.0,29.0,15.0
32829,7.0,6.0,,,
32830,1.0,1.0,,,
32861,1.0,1.0,,,
32862,1.0,1.0,,,
32931,16.0,10.0,1.0,17.0,11.0
32948,1.0,1.0,,,
32962,8.0,5.0,,,
32963,50.0,15.0,3.0,53.0,18.0
32964,3.0,,,,
32980,1.0,,,,
33012,9.0,5.0,,,
33013,7.0,6.0,,,
33014,8.0,6.0,,,
33015,9.0,6.0,,,
33029,16.0,11.0,1.0,17.0,12.0
33030,5.0,3.0,1.0,6.0,4.0
33031,2.0,1.0,,,
33032,14.0,8.0,1.0,15.0,9.0
33062,39.0,18.0,1.0,40.0,19.0
33063,16.0,7.0,,,
33064,23.0,10.0,,,
33065,21.0,14.0,,,
33129,11.0,6.0,,,
33130,19.0,3.0,2.0,21.0,5.0
33131,26.0,13.0,2.0,28.0,15.0
33132,19.0,9.0,1.0,20.0,10.0
33145,13.0,10.0,,,
33146,31.0,16.0,,,
33147,3.0,,1.0,4.0,
33149,21.0,13.0,1.0,22.0,14.0
33162,13.0,11.0,1.0,14.0,12.0
33165,14.0,8.0,,,
33179,27.0,13.0,1.0,28.0,14.0
33180,27.0,10.0,1.0,28.0,11.0
33181,4.0,3.0,,,
33182,7.0,3.0,,,
33196,18.0,8.0,,,
33199,1.0,,,,
33247,1.0,1.0,,,
33313,21.0,11.0,,,
33314,15.0,7.0,,,
33315,9.0,2.0,,,
33316,23.0,14.0,1.0,24.0,15.0
33329,1.0,1.0,,,
33330,9.0,7.0,,,
33331,13.0,10.0,,,
33332,7.0,5.0,,,
33346,1.0,,,,
33413,8.0,5.0,,,
33414,36.0,14.0,2.0,38.0,16.0
33415,14.0,7.0,1.0,15.0,8.0
33430,2.0,1.0,,,
33431,13.0,6.0,,,
33432,28.0,9.0,1.0,29.0,10.0
33433,35.0,14.0,1.0,36.0,15.0
33446,44.0,15.0,,,
33449,12.0,6.0,1.0,13.0,7.0
33463,22.0,14.0,1.0,23.0,15.0
33480,33.0,17.0,1.0,34.0,18.0
33482,1.0,,,,
33483,30.0,11.0,,,
33496,38.0,21.0,2.0,40.0,23.0
33498,14.0,7.0,1.0,15.0,8.0
33513,13.0,7.0,2.0,15.0,9.0
33514,2.0,1.0,,,
33547,8.0,4.0,1.0,9.0,5.0
33548,2.0,1.0,,,
33549,3.0,,1.0,4.0,
33563,4.0,3.0,,,
33565,7.0,4.0,,,
33566,3.0,3.0,,,
33597,1.0,1.0,1.0,2.0,2.0
33598,11.0,7.0,,,
33613,24.0,12.0,1.0,25.0,13.0
33614,12.0,10.0,1.0,13.0,11.0
33615,7.0,5.0,,,
33616,11.0,5.0,,,
33617,16.0,7.0,1.0,17.0,8.0
33647,41.0,27.0,1.0,42.0,28.0
33714,4.0,2.0,,,
33715,8.0,4.0,,,
33716,15.0,5.0,,,
33731,1.0,,,,
33733,2.0,1.0,,,
33764,18.0,8.0,,,
33765,7.0,4.0,1.0,8.0,5.0
33767,11.0,3.0,2.0,13.0,5.0
33781,2.0,,1.0,3.0,
33782,6.0,4.0,,,
33815,1.0,1.0,,,
33881,10.0,4.0,1.0,11.0,5.0
33884,10.0,5.0,1.0,11.0,6.0
33898,2.0,,,,
33901,12.0,5.0,1.0,13.0,6.0
33914,14.0,7.0,7.0,21.0,14.0
33916,5.0,2.0,1.0,6.0,3.0
33917,14.0,6.0,2.0,16.0,8.0
33931,6.0,3.0,1.0,7.0,4.0
33948,8.0,3.0,,,
33950,25.0,11.0,,,
33951,1.0,1.0,,,
33965,1.0,,,,
33060,12.0,3.0,2.0,14.0,5.0
33067,12.0,11.0,2.0,14.0,13.0
33069,15.0,9.0,,,
33076,21.0,11.0,2.0,23.0,13.0
33101,1.0,,,,
33126,17.0,7.0,,,
33128,6.0,4.0,,,
33133,29.0,11.0,1.0,30.0,12.0
33135,3.0,2.0,,,
33142,8.0,3.0,,,
33144,7.0,4.0,,,
33158,1.0,,,,
33160,29.0,11.0,,,
33167,5.0,1.0,2.0,7.0,3.0
33169,17.0,8.0,2.0,19.0,10.0
33176,17.0,5.0,1.0,18.0,6.0
33178,38.0,13.0,2.0,40.0,15.0
33183,12.0,7.0,,,
33185,10.0,4.0,2.0,12.0,6.0
33192,2.0,2.0,,,
33194,2.0,1.0,,,
33301,33.0,9.0,2.0,35.0,11.0
33308,30.0,11.0,,,
33312,23.0,10.0,,,
33317,24.0,11.0,,,
33319,28.0,19.0,,,
33326,14.0,9.0,,,
33328,13.0,5.0,1.0,14.0,6.0
33351,15.0,7.0,1.0,16.0,8.0
33401,36.0,9.0,2.0,38.0,11.0
33403,6.0,3.0,,,
33410,45.0,19.0,2.0,47.0,21.0
33412,45.0,13.0,,,
33417,12.0,2.0,1.0,13.0,3.0
33419,2.0,2.0,,,
33426,12.0,8.0,,,
33428,23.0,13.0,3.0,26.0,16.0
33435,20.0,6.0,1.0,21.0,7.0
33437,42.0,13.0,4.0,46.0,17.0
33442,14.0,7.0,,,
33444,11.0,7.0,2.0,13.0,9.0
33460,11.0,6.0,,,
33462,21.0,9.0,2.0,23.0,11.0
33467,36.0,17.0,,,
33469,18.0,12.0,,,
33476,,,1.0,,
33478,9.0,6.0,,,
33487,26.0,8.0,,,
33510,5.0,2.0,1.0,6.0,3.0
33542,1.0,1.0,,,
33544,11.0,8.0,1.0,12.0,9.0
33567,1.0,,,,
33569,12.0,7.0,,,
33576,1.0,1.0,,,
33578,17.0,12.0,,,
33594,7.0,3.0,1.0,8.0,4.0
33596,9.0,5.0,,,
33603,4.0,3.0,,,
33610,3.0,3.0,,,
33612,9.0,4.0,,,
33619,3.0,3.0,2.0,5.0,5.0
33621,2.0,2.0,,,
33626,18.0,10.0,,,
33635,13.0,6.0,,,
33637,6.0,1.0,,,
33687,1.0,,,,
33701,13.0,4.0,2.0,15.0,6.0
33703,18.0,6.0,1.0,19.0,7.0
33710,14.0,9.0,,,
33712,12.0,6.0,,,
33755,2.0,1.0,,,
33760,4.0,2.0,1.0,5.0,3.0
33762,3.0,1.0,,,
33771,10.0,6.0,,,
33776,6.0,2.0,,,
33778,3.0,2.0,,,
33785,7.0,7.0,,,
33801,4.0,3.0,,,
33803,4.0,3.0,,,
33805,2.0,1.0,,,
33810,12.0,9.0,,,
33812,1.0,,1.0,2.0,
33830,9.0,5.0,1.0,10.0,6.0
33837,11.0,4.0,,,
33844,14.0,5.0,2.0,16.0,7.0
33853,4.0,2.0,,,
33855,1.0,,,,
33860,4.0,2.0,3.0,7.0,5.0
33880,5.0,4.0,,,
33896,7.0,4.0,2.0,9.0,6.0
33903,8.0,2.0,,,
33905,9.0,4.0,,,
33912,10.0,4.0,1.0,11.0,5.0
33919,17.0,12.0,,,
33921,3.0,1.0,,,
33928,39.0,19.0,1.0,40.0,20.0
33930,2.0,1.0,,,
33935,35.0,3.0,1.0,36.0,4.0
33946,6.0,2.0,,,
33953,7.0,4.0,1.0,8.0,5.0
33955,5.0,1.0,,,
33971,2.0,,1.0,3.0,
33980,7.0,1.0,,,
34103,25.0,8.0,1.0,26.0,9.0
34105,25.0,5.0,2.0,27.0,7.0
34112,27.0,11.0,,,
34114,30.0,8.0,1.0,31.0,9.0
33071,19.0,15.0,2.0,21.0,17.0
33073,11.0,6.0,,,
33137,16.0,6.0,,,
33138,15.0,7.0,1.0,16.0,8.0
33139,51.0,19.0,3.0,54.0,22.0
33140,25.0,12.0,1.0,26.0,13.0
33154,12.0,6.0,,,
33155,16.0,6.0,3.0,19.0,9.0
33156,35.0,15.0,3.0,38.0,18.0
33157,25.0,16.0,3.0,28.0,19.0
33172,11.0,7.0,,,
33173,9.0,4.0,,,
33174,8.0,3.0,,,
33187,4.0,,,,
33189,8.0,3.0,1.0,9.0,4.0
33190,3.0,1.0,,,
33304,28.0,11.0,1.0,29.0,12.0
33305,11.0,5.0,,,
33306,6.0,3.0,,,
33307,1.0,1.0,,,
33321,15.0,7.0,1.0,16.0,8.0
33322,23.0,15.0,,,
33323,8.0,3.0,,,
33324,21.0,11.0,1.0,22.0,12.0
33339,1.0,1.0,,,
33388,1.0,,,,
33405,9.0,3.0,1.0,10.0,4.0
33406,8.0,8.0,,,
33407,20.0,9.0,,,
33408,25.0,9.0,1.0,26.0,10.0
33440,1.0,1.0,,,
33441,14.0,6.0,1.0,15.0,7.0
33455,12.0,11.0,,,
33458,26.0,18.0,5.0,31.0,23.0
33472,27.0,10.0,,,
33473,17.0,8.0,,,
33523,7.0,,,,
33525,6.0,5.0,2.0,8.0,7.0
33538,1.0,1.0,,,
33540,5.0,2.0,,,
33541,5.0,2.0,,,
33556,2.0,,,,
33558,13.0,8.0,,,
33572,15.0,7.0,,,
33573,15.0,8.0,1.0,16.0,9.0
33592,1.0,,,,
33605,7.0,1.0,1.0,8.0,2.0
33606,25.0,15.0,1.0,26.0,16.0
33607,17.0,8.0,,,
33624,19.0,11.0,,,
33625,10.0,6.0,1.0,11.0,7.0
33675,1.0,1.0,,,
33705,18.0,12.0,,,
33706,17.0,7.0,,,
33707,18.0,5.0,1.0,19.0,6.0
33708,11.0,7.0,,,
33709,5.0,2.0,,,
33756,14.0,8.0,,,
33759,10.0,4.0,,,
33772,7.0,3.0,,,
33773,5.0,4.0,,,
33774,6.0,2.0,1.0,7.0,3.0
33807,1.0,,,,
33809,12.0,6.0,,,
33823,13.0,4.0,,,
33825,10.0,4.0,,,
33859,7.0,2.0,,,
33872,6.0,2.0,,,
33873,1.0,1.0,,,
33875,4.0,2.0,,,
33890,3.0,2.0,,,
33906,2.0,2.0,,,
33907,10.0,5.0,,,
33908,38.0,16.0,,,
33909,5.0,3.0,,,
33956,2.0,1.0,,,
33957,20.0,9.0,,,
33973,2.0,2.0,,,
33974,1.0,1.0,1.0,2.0,2.0
33975,2.0,,,,
33976,1.0,,,,
33990,12.0,6.0,1.0,13.0,7.0
33991,15.0,6.0,,,
33993,7.0,4.0,2.0,9.0,6.0
34040,1.0,1.0,,,
34058,1.0,,,,
34106,1.0,,,,
34108,36.0,13.0,,,
34109,26.0,12.0,,,
34110,22.0,10.0,1.0,23.0,11.0
34142,7.0,4.0,3.0,10.0,7.0
34207,12.0,4.0,2.0,14.0,6.0
34208,7.0,4.0,,,
34209,9.0,5.0,,,
34210,6.0,3.0,,,
34223,12.0,5.0,,,
34224,1.0,,2.0,3.0,
34240,6.0,3.0,,,
34241,8.0,7.0,,,
34242,17.0,10.0,5.0,22.0,15.0
34243,22.0,14.0,,,
34275,16.0,5.0,1.0,17.0,6.0
34291,3.0,1.0,,,
34292,16.0,6.0,,,
34293,37.0,16.0,1.0,38.0,17.0
34442,5.0,1.0,1.0,6.0,2.0
34460,1.0,1.0,,,
33611,19.0,6.0,,,
33618,7.0,6.0,,,
33620,2.0,,,,
33629,10.0,6.0,1.0,11.0,7.0
33634,10.0,5.0,,,
33702,9.0,6.0,1.0,10.0,7.0
33704,12.0,7.0,1.0,13.0,8.0
33711,11.0,7.0,,,
33713,12.0,7.0,,,
33761,10.0,6.0,,,
33763,10.0,8.0,,,
33770,5.0,5.0,1.0,6.0,6.0
33777,6.0,4.0,1.0,7.0,5.0
33786,1.0,1.0,,,
33811,2.0,1.0,,,
33813,6.0,2.0,,,
33838,1.0,1.0,,,
33843,1.0,,1.0,2.0,
33852,5.0,4.0,,,
33868,5.0,2.0,1.0,6.0,3.0
33870,2.0,1.0,,,
33897,11.0,3.0,1.0,12.0,4.0
33902,1.0,1.0,,,
33904,12.0,7.0,,,
33913,24.0,14.0,1.0,25.0,15.0
33920,1.0,1.0,,,
33922,4.0,1.0,,,
33936,9.0,4.0,,,
33947,8.0,2.0,,,
33952,9.0,4.0,,,
33954,1.0,,1.0,2.0,
33972,2.0,1.0,,,
34102,42.0,18.0,1.0,43.0,19.0
34104,18.0,7.0,,,
34113,23.0,8.0,1.0,24.0,9.0
34120,11.0,3.0,2.0,13.0,5.0
34138,1.0,,,,
34145,28.0,10.0,3.0,31.0,13.0
34211,11.0,6.0,1.0,12.0,7.0
34220,2.0,,,,
34222,3.0,1.0,1.0,4.0,2.0
34229,9.0,4.0,,,
34231,17.0,9.0,1.0,18.0,10.0
34236,17.0,10.0,2.0,19.0,12.0
34238,24.0,5.0,1.0,25.0,6.0
34286,2.0,,,,
34288,4.0,3.0,,,
34420,1.0,1.0,2.0,3.0,3.0
34429,2.0,2.0,,,
34447,,,1.0,,
34465,11.0,3.0,1.0,12.0,4.0
34470,4.0,1.0,,,
34472,7.0,3.0,1.0,8.0,4.0
34479,4.0,1.0,,,
34481,10.0,4.0,2.0,12.0,6.0
34488,1.0,,,,
34604,3.0,,1.0,4.0,
34606,4.0,2.0,,,
34613,7.0,5.0,,,
34638,8.0,2.0,1.0,9.0,3.0
34654,4.0,2.0,,,
34681,,,1.0,,
34688,4.0,4.0,,,
34690,2.0,1.0,1.0,3.0,2.0
34715,9.0,3.0,,,
34731,1.0,1.0,,,
34747,23.0,13.0,1.0,24.0,14.0
34772,8.0,4.0,1.0,9.0,5.0
34788,8.0,3.0,1.0,9.0,4.0
34947,2.0,2.0,1.0,3.0,3.0
34949,17.0,4.0,,,
34956,1.0,,,,
34972,2.0,,,,
34974,3.0,1.0,1.0,4.0,2.0
34981,1.0,1.0,,,
34983,15.0,8.0,,,
34990,17.0,7.0,2.0,19.0,9.0
34997,36.0,13.0,1.0,37.0,14.0
35022,3.0,2.0,,,
35040,1.0,,,,
35056,1.0,,,,
35072,1.0,1.0,,,
35115,1.0,1.0,,,
35124,6.0,4.0,,,
35131,1.0,1.0,,,
35206,1.0,1.0,,,
35208,2.0,1.0,,,
35215,4.0,2.0,,,
35222,3.0,2.0,1.0,4.0,3.0
35233,3.0,3.0,,,
35242,14.0,8.0,,,
35249,1.0,1.0,,,
35401,14.0,6.0,1.0,15.0,7.0
35406,6.0,3.0,,,
35442,1.0,1.0,,,
35456,1.0,1.0,,,
35476,1.0,1.0,,,
35576,,,1.0,,
35585,1.0,1.0,,,
35601,4.0,2.0,,,
35633,1.0,,,,
35640,5.0,1.0,,,
35660,1.0,1.0,,,
35674,1.0,1.0,,,
35749,12.0,3.0,1.0,13.0,4.0
35758,22.0,13.0,2.0,24.0,15.0
35801,2.0,1.0,,,
33966,7.0,3.0,,,
33967,17.0,6.0,,,
33981,8.0,2.0,,,
33982,5.0,2.0,,,
33983,7.0,4.0,,,
34066,1.0,1.0,,,
34101,2.0,2.0,,,
34116,11.0,6.0,1.0,12.0,7.0
34117,3.0,2.0,,,
34134,25.0,12.0,,,
34135,41.0,21.0,1.0,42.0,22.0
34201,6.0,1.0,,,
34202,28.0,11.0,2.0,30.0,13.0
34215,1.0,,,,
34217,5.0,5.0,1.0,6.0,6.0
34232,14.0,5.0,1.0,15.0,6.0
34233,7.0,4.0,1.0,8.0,5.0
34234,7.0,4.0,,,
34235,4.0,,,,
34251,1.0,,,,
34266,3.0,2.0,,,
34285,14.0,9.0,2.0,16.0,11.0
34432,5.0,2.0,,,
34433,1.0,,1.0,2.0,
34436,1.0,1.0,1.0,2.0,2.0
34449,1.0,1.0,,,
34450,1.0,,,,
34452,3.0,2.0,1.0,4.0,3.0
34482,10.0,5.0,,,
34484,4.0,3.0,,,
34601,4.0,1.0,,,
34602,1.0,1.0,,,
34652,6.0,4.0,,,
34653,5.0,3.0,2.0,7.0,5.0
34667,11.0,3.0,,,
34668,10.0,6.0,,,
34669,4.0,3.0,,,
34683,13.0,9.0,2.0,15.0,11.0
34684,7.0,4.0,,,
34685,7.0,3.0,4.0,11.0,7.0
34734,4.0,3.0,,,
34736,8.0,4.0,1.0,9.0,5.0
34753,2.0,2.0,,,
34769,2.0,2.0,1.0,3.0,3.0
34785,7.0,5.0,,,
34786,20.0,13.0,1.0,21.0,14.0
34950,2.0,1.0,,,
34951,3.0,1.0,,,
34952,15.0,7.0,1.0,16.0,8.0
34953,22.0,14.0,1.0,23.0,15.0
34984,6.0,3.0,,,
34985,1.0,1.0,,,
34986,19.0,7.0,2.0,21.0,9.0
34987,19.0,12.0,1.0,20.0,13.0
35004,1.0,1.0,,,
35020,4.0,2.0,1.0,5.0,3.0
35034,1.0,,1.0,2.0,
35068,2.0,1.0,,,
35071,1.0,1.0,,,
35087,1.0,1.0,,,
35120,,,1.0,,
35136,1.0,,,,
35203,2.0,1.0,,,
35204,2.0,2.0,,,
35218,2.0,2.0,,,
35221,1.0,,,,
35235,1.0,1.0,1.0,2.0,2.0
35404,7.0,5.0,,,
35405,5.0,3.0,,,
35453,1.0,1.0,,,
35570,1.0,1.0,,,
35621,1.0,1.0,,,
35653,1.0,1.0,,,
35654,,,1.0,,
35670,,,2.0,,
35672,,,1.0,,
35739,1.0,,,,
35756,6.0,4.0,1.0,7.0,5.0
35772,1.0,1.0,,,
35803,7.0,1.0,1.0,8.0,2.0
35806,20.0,17.0,1.0,21.0,18.0
35903,3.0,3.0,,,
35904,3.0,2.0,,,
35905,1.0,1.0,,,
35906,3.0,2.0,1.0,4.0,3.0
35988,1.0,1.0,,,
36022,3.0,3.0,,,
36037,1.0,,,,
36054,1.0,1.0,,,
36087,1.0,,,,
36088,3.0,2.0,1.0,4.0,3.0
36104,1.0,,,,
36105,4.0,2.0,,,
36106,2.0,1.0,,,
36107,2.0,,,,
36207,1.0,1.0,,,
36274,1.0,,1.0,2.0,
36305,1.0,,,,
36321,1.0,1.0,,,
36322,2.0,1.0,,,
36421,1.0,,,,
36505,1.0,1.0,,,
36507,3.0,1.0,,,
36541,5.0,2.0,,,
36575,1.0,,,,
36605,5.0,1.0,,,
36606,4.0,2.0,,,
34119,36.0,19.0,3.0,39.0,22.0
34203,8.0,1.0,2.0,10.0,3.0
34205,12.0,7.0,,,
34212,8.0,6.0,2.0,10.0,8.0
34219,13.0,3.0,,,
34221,15.0,10.0,,,
34228,24.0,8.0,,,
34230,1.0,1.0,,,
34237,6.0,3.0,,,
34239,15.0,6.0,1.0,16.0,7.0
34269,2.0,2.0,2.0,4.0,4.0
34287,8.0,6.0,1.0,9.0,7.0
34289,3.0,,,,
34428,3.0,,,,
34430,2.0,,,,
34446,7.0,2.0,,,
34448,3.0,2.0,,,
34453,2.0,1.0,2.0,4.0,3.0
34471,4.0,3.0,1.0,5.0,4.0
34473,4.0,1.0,,,
34478,,,1.0,,
34480,5.0,2.0,,,
34489,1.0,1.0,,,
34607,5.0,4.0,1.0,6.0,5.0
34614,1.0,1.0,,,
34637,2.0,2.0,,,
34639,12.0,7.0,,,
34655,6.0,3.0,,,
34689,17.0,10.0,,,
34698,10.0,7.0,,,
34705,1.0,1.0,,,
34714,14.0,9.0,,,
34741,9.0,4.0,3.0,12.0,7.0
34746,23.0,8.0,5.0,28.0,13.0
34748,15.0,6.0,,,
34771,2.0,2.0,4.0,6.0,6.0
34773,1.0,1.0,,,
34787,28.0,12.0,2.0,30.0,14.0
34946,5.0,4.0,,,
34957,26.0,10.0,,,
34973,1.0,1.0,,,
34982,12.0,6.0,2.0,14.0,8.0
34996,23.0,11.0,,,
35007,1.0,1.0,,,
35016,1.0,1.0,,,
35023,3.0,2.0,2.0,5.0,4.0
35055,1.0,1.0,,,
35057,1.0,,,,
35064,4.0,4.0,,,
35080,1.0,1.0,,,
35173,5.0,1.0,1.0,6.0,2.0
35180,3.0,2.0,1.0,4.0,3.0
35205,8.0,5.0,2.0,10.0,7.0
35214,2.0,1.0,,,
35216,4.0,2.0,1.0,5.0,3.0
35223,2.0,2.0,1.0,3.0,3.0
35473,4.0,3.0,,,
35634,1.0,,,,
35750,1.0,,,,
35757,6.0,3.0,,,
35759,1.0,1.0,,,
35768,2.0,1.0,,,
35802,8.0,5.0,,,
35807,1.0,,,,
35816,2.0,2.0,,,
35907,1.0,1.0,,,
35959,1.0,,,,
35968,1.0,1.0,,,
35986,1.0,,,,
36027,1.0,,,,
36043,2.0,2.0,,,
36066,5.0,5.0,,,
36093,1.0,1.0,,,
36109,6.0,2.0,,,
36111,2.0,1.0,,,
36116,11.0,5.0,2.0,13.0,7.0
36277,3.0,2.0,,,
36352,1.0,,,,
36527,3.0,2.0,,,
36545,2.0,1.0,,,
36561,3.0,2.0,,,
36602,2.0,1.0,,,
36604,1.0,1.0,,,
36609,5.0,3.0,,,
36611,1.0,,,,
36618,3.0,2.0,1.0,4.0,3.0
36645,1.0,,,,
36688,1.0,1.0,,,
36693,2.0,2.0,,,
36695,14.0,9.0,,,
36736,1.0,,,,
36870,5.0,2.0,1.0,6.0,3.0
37011,1.0,1.0,,,
37013,14.0,8.0,1.0,15.0,9.0
37027,24.0,15.0,5.0,29.0,20.0
37029,1.0,1.0,,,
37072,4.0,1.0,,,
37086,6.0,4.0,1.0,7.0,5.0
37122,10.0,5.0,,,
37127,1.0,1.0,,,
37129,11.0,4.0,,,
37138,4.0,2.0,,,
37172,6.0,2.0,,,
37179,2.0,2.0,,,
37186,2.0,,,,
37188,3.0,2.0,,,
37202,1.0,,,,
37204,5.0,1.0,,,
37206,11.0,6.0,,,
37211,21.0,12.0,1.0,22.0,13.0
37213,1.0,1.0,,,
37220,1.0,1.0,,,
37311,2.0,1.0,1.0,3.0,2.0
37331,1.0,,,,
37356,2.0,1.0,,,
37363,7.0,5.0,,,
37379,3.0,1.0,,,
37381,2.0,2.0,,,
37388,1.0,1.0,,,
37406,1.0,1.0,,,
37411,2.0,,,,
37415,5.0,2.0,,,
37422,,,1.0,,
37604,1.0,1.0,,,
37615,3.0,,1.0,4.0,
37620,7.0,6.0,1.0,8.0,7.0
37640,1.0,1.0,,,
37645,1.0,1.0,,,
37663,2.0,,1.0,3.0,
37665,1.0,1.0,,,
37729,1.0,1.0,,,
37731,2.0,,,,
37738,1.0,,,,
37754,1.0,1.0,,,
37772,3.0,1.0,1.0,4.0,2.0
37774,2.0,,,,
37804,3.0,,,,
37806,1.0,,,,
37813,1.0,1.0,,,
37824,1.0,,,,
37849,2.0,2.0,,,
37863,1.0,,,,
37865,3.0,2.0,,,
37874,2.0,2.0,,,
37881,,,1.0,,
37890,2.0,2.0,,,
37922,8.0,5.0,,,
37931,4.0,3.0,1.0,5.0,4.0
37938,2.0,1.0,,,
38063,1.0,,,,
38106,2.0,1.0,,,
38108,1.0,1.0,,,
38115,3.0,1.0,1.0,4.0,2.0
38133,5.0,2.0,,,
38138,5.0,2.0,1.0,6.0,3.0
38242,1.0,1.0,,,
38340,2.0,,,,
38372,1.0,,,,
38401,3.0,3.0,,,
38451,2.0,1.0,,,
38474,1.0,,,,
38501,3.0,2.0,,,
38506,6.0,1.0,1.0,7.0,2.0
38558,2.0,,,,
38583,1.0,1.0,,,
38601,1.0,1.0,,,
38635,1.0,1.0,,,
38751,3.0,1.0,,,
38801,1.0,,,,
